"iso2c","iso3c","country","date","IP.JRN.ARTC.SC","unit","obs_status","footnote","last_updated","papers","capital_city","longitude","latitude","region_iso3c","region_iso2c","region","admin_region_iso3c","admin_region_iso2c","admin_region","income_level_iso3c","income_level_iso2c","income_level","lending_type_iso3c","lending_type_iso2c","lending_type","papers_estimate","papers_estimate_3yr","data_papers","data_papers_estimate","data_papers_estimate_3yr","data_papers_3yr","data_papers_nomed","data_papers_nomed_estimate","data_papers_nomed_estimate_3yr","data_papers_nomed_3yr","data_papers_Medicine","data_papers_Business","data_papers_Economics","data_papers_Psychology","data_papers_Sociology","data_papers_Political Science","data_papers_3yr_Medicine","data_papers_3yr_Business","data_papers_3yr_Economics","data_papers_3yr_Psychology","data_papers_3yr_Sociology","data_papers_3yr_Political Science","BN.CAB.XOKA.GD.ZS","BX.KLT.DINV.WD.GD.ZS","CC.EST","GE.EST","HD.HCI.LAYS","HD.HCI.OVRL","IQ.SCI.OVRL","IQ.SPI.OVRL","IQ.SPI.PIL1","IQ.SPI.PIL2","IQ.SPI.PIL3","IQ.SPI.PIL4","IQ.SPI.PIL5","NE.TRD.GNFS.ZS","NV.AGR.TOTL.ZS","NV.IND.MANF.ZS","NY.GDP.MKTP.PP.KD","NY.GDP.PCAP.PP.KD","PV.EST","RL.EST","RQ.EST","SE.PRM.ENRR","SE.TER.CUAT.MS.ZS","SE.TER.ENRR","SI.POV.DDAY","SI.POV.GINI","SP.POP.TOTL","VA.EST","SP.POP.TOTL_imp_tag","NY.GDP.MKTP.PP.KD_imp_tag","IQ.SPI.OVRL_imp_tag","NY.GDP.PCAP.PP.KD_imp_tag","IQ.SPI.PIL1_imp_tag","IQ.SPI.PIL2_imp_tag","IQ.SPI.PIL3_imp_tag","IQ.SPI.PIL4_imp_tag","IQ.SPI.PIL5_imp_tag","IQ.SCI.OVRL_imp_tag","NV.IND.MANF.ZS_imp_tag","NV.AGR.TOTL.ZS_imp_tag","NE.TRD.GNFS.ZS_imp_tag","HD.HCI.OVRL_imp_tag","HD.HCI.LAYS_imp_tag","SE.PRM.ENRR_imp_tag","BN.CAB.XOKA.GD.ZS_imp_tag","CC.EST_imp_tag","GE.EST_imp_tag","PV.EST_imp_tag","RQ.EST_imp_tag","RL.EST_imp_tag","VA.EST_imp_tag","BX.KLT.DINV.WD.GD.ZS_imp_tag","SI.POV.DDAY_imp_tag","SI.POV.GINI_imp_tag","SE.TER.CUAT.MS.ZS_imp_tag","SE.TER.ENRR_imp_tag","WGI.OVL","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.13.CLMT","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI"
"RU","RUS","Russian Federation",2018,76145.53,NA,NA,NA,"2023-10-26",153,"Moscow",37.6176,55.7558,"ECS","Z7","Europe & Central Asia","ECA","7E","Europe & Central Asia (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",1390.909090909091,1536.3636363636363,104,945.4545454545455,987.878787878788,108.66666666666667,59,536.3636363636364,554.5454545454546,61,45,20,21,7,1,10,47.666666666666664,12.666666666666666,26.666666666666668,6.333333333333333,4.666666666666667,10.666666666666666,6.9798987664776,0.530060793452575,-0.86911803483963,-0.103585228323936,11.7762813568115,0.728950440883636,83.3333333333333,75.7133333333333,93.4,83.6666666666667,60.3,61.2,80,51.5809003703964,3.3942533806976,12.8198832504186,3913975940441.31,26656.41015625,-0.538375675678253,-0.83245325088501,-0.562712371349335,104.423446655273,NA,83.662712097168,0,37.5,144477859,-1.07016456127167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.662734853724639,93.4,83.66666666666667,60.29999999999999,61.20000000000001,80,75.71333333333334,0.934,1,0.51,1,0.5623333333333334,0.5843333333333334,0.8335,0.5505,0.5,0.668,1,0.28,-99,0.8,-99,1,1,0.67,1,1,1,0.505,0.568,0.382,0.5479999999999999,0.5479999999999999,0.51,1,0.714,0.556,0.762,0.3,0.375,0.667,0.6,0.583,0.556,0.6,0.667,0.5,1,0.667,0.556,0.545,1,0.5,0,1,0,1,0.67,0.67,1,0.28,NA,0.5,0.5,1,1,1,0,1,1,1,1,NA
"RW","RWA","Rwanda",2018,172.24,NA,NA,NA,"2023-10-26",26,"Kigali",30.0587,-1.95325,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",236.36363636363637,227.27272727272728,25,227.27272727272728,193.93939393939397,21.333333333333332,5,45.45454545454545,66.66666666666666,7.333333333333333,20,1,3,0,0,1,14,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.6666666666666666,2.3333333333333335,-10.1157138642956,3.80005088576823,0.535657405853271,0.0795299112796783,3.8871111869812,0.376912027597427,65.5555666666667,66.70625,100,72.4333333333333,70.85625,45.2416666666667,45,55.7921994095881,24.6268228629384,7.62458278781615,25686359537.3492,2049.6930321107,0.101642534136772,0.109598584473133,0.0339737758040428,129.077774047852,0.304140001535416,6.49163007736206,52,43.7,12531808,-1.14144146442413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.046839875479538794,100,72.43333333333332,70.85624999999999,45.24166666666666,45,66.70625,1,0.5,0.6729999999999999,1,0.7611666666666667,0.6930000000000001,0.6945,0.6115,0.6666666666666666,1,0,0.14300000000000002,-99,0.45,-99,1,1,1,1,1,0.5,0.589,0.963,0.325,0.542,0.943,0.6729999999999999,1,0.857,0.778,0.762,0.545,0.625,1,0.8,0.583,0.625,0.6,0.8,0.75,0.5,0.889,0.556,0.667,1,1,0,1,1,1,1,1,0,0.14300000000000002,NA,0.5,0.5,1,0.5,1,0,0,0,1,0,NA
"SA","SAU","Saudi Arabia",2018,10585.4,NA,NA,NA,"2023-10-26",137,"Riyadh",46.6977,24.6748,"MEA","ZQ","Middle East & North Africa",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",1245.4545454545455,1145.4545454545455,126,1145.4545454545455,1051.5151515151515,115.66666666666667,25,227.27272727272728,206.0606060606061,22.666666666666668,101,5,4,10,1,5,93,3.3333333333333335,7,9.666666666666666,0.3333333333333333,2.3333333333333335,8.50144572727181,0.501675972880567,0.32981076836586,0.273761808872223,8.0062894821167,0.580753028392792,NA,59.1216666666667,80,60.7333333333333,45.9,78.975,30,61.9555896294526,2.48162163298441,12.5695606791814,1670859140188.4,47714.1125767155,-0.660840630531311,0.117317117750645,-0.0908822640776634,93.2651596069336,2.51828002929688,69.6061096191406,NA,NA,35018133,-1.69134342670441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,-0.2870294377207761,80,60.73333333333333,45.9,78.975,30,59.12166666666667,0.8,0.5,0.322,1,0.392,0.5125000000000001,0.5835,0.375,1,0.868,1,0.29100000000000004,-99,0.3,-99,1,0,1,1,1,0.5,0.52,0.5379999999999999,0.263,0.28800000000000003,0,0.322,1,0.143,0.333,0.762,0.364,0.25,0.5,0.8,0.333,0.375,0.4,0.667,0.5,0.5,0.667,0.333,0.417,1,1,1,1,0.67,1,0.67,1,1,0.29100000000000004,NA,1,0.5,0.5,0,1,0,0,0,0,0,NA
"SD","SDN","Sudan",2018,387.92,NA,NA,NA,"2023-10-26",34,"Khartoum",32.5363,15.5932,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",309.09090909090907,281.8181818181818,29,263.6363636363636,242.4242424242424,26.666666666666668,7,63.63636363636363,39.39393939393939,4.333333333333333,22,2,4,1,0,0,22.333333333333332,0.6666666666666666,2,1,0.6666666666666666,0,-14.4693934170139,3.51269523880448,-1.45669090747833,-1.62895309925079,4.2996392250061,0.376040458679199,71.1111,44.085,53.4,57.9333333333333,62.775,31.3166666666667,15,21.8679187274323,21.9934731580502,5.13451130938813,182662731984.259,4349.2099609375,-1.82177793979645,-1.13887703418732,-1.6440646648407,77.7693176269531,NA,17.2059803009033,15.3,34.2,41999059,-1.84886014461517,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1.5898706316947935,53.400000000000006,57.93333333333332,62.775000000000006,31.316666666666663,15,44.08500000000001,0.534,0.5,0.238,1,0.6348333333333334,0.5235000000000001,0.9445,0.6025,0.6666666666666666,0.4,0,0.18600000000000003,-99,0.15,-99,0,1,0.67,1,0,0.5,0,0.5760000000000001,0.254,0.358,0,0.238,1,0.857,0.9,0.571,0.273,0.375,0.833,0.8,0.333,0.375,0.333,0.8,0.5,1,0.889,0.667,0.538,1,1,0,0.67,0,0.33,1,0,0,0.18600000000000003,NA,0,0,0,0.5,0,0,0,0,1,0,NA
"SN","SEN","Senegal",2018,373.64,NA,NA,NA,"2023-10-26",25,"Dakar",-17.4734,14.7247,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LMC","XN","Lower middle income","IDX","XI","IDA",227.27272727272728,212.12121212121212,21,190.9090909090909,181.81818181818178,20,6,54.54545454545455,45.45454545454546,5,15,2,3,0,1,0,15,0.6666666666666666,3.3333333333333335,0,0.3333333333333333,0.6666666666666666,-9.58292426299193,3.66765809273923,-0.0468400530517101,-0.329337120056152,4.86412239074707,0.421063333749771,81.1111333333333,61.50375,80,81.0333333333333,66.56875,39.9166666666667,40,61.7898394793183,14.9875195578847,15.5256232627653,52469666065.1249,3368.85859590736,-0.107445858418941,-0.223899483680725,-0.147642567753792,84.3079147338867,1.53392994403839,13.0590801239014,9.2,38.3,15574909,0.221032723784447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.10568872652947885,80,81.03333333333333,66.56875,39.916666666666664,40,61.50375000000001,0.8,1,0.431,1,0.7198333333333333,0.5916666666666667,0.6945,0.6965,0.6666666666666666,0.734,0,0.196,-99,0.4,-99,0,1,1,1,1,1,0.071,0.91,0.253,0.528,0.395,0.431,1,0.571,0.8,0.762,0.636,0.75,0.8,0.8,0.583,0.667,0.4,0.6,0.5,0.5,0.889,0.778,0.615,1,1,0,1,1,0.67,0.67,0.33,0,0.196,NA,0.5,0,0.5,0.5,1,0,0,0.5,1,0,NA
"SG","SGP","Singapore",2018,11768.55,NA,NA,NA,"2023-10-26",98,"Singapore",103.85,1.28941,"EAS","Z4","East Asia & Pacific",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",890.9090909090909,842.4242424242424,87,790.9090909090909,751.5151515151515,82.66666666666667,28,254.54545454545453,224.24242424242422,24.666666666666668,59,7,12,5,3,1,58,3.6666666666666665,10.333333333333334,6.666666666666667,2.3333333333333335,1.6666666666666667,15.7165300054649,21.5355391910963,2.13455390930176,2.23167037963867,12.9378728866577,0.887083649635315,NA,74.2616666666667,100,100,42.975,53.3333333333333,75,325.197359076865,0.0301374638183222,20.7319980784416,554169316204.88,98280.0423725144,1.46800899505615,1.80267703533173,2.12173795700073,100.261871337891,NA,88.8864517211914,NA,NA,5638676,-0.0767669156193733,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.6136468934516108,100,100,42.974999999999994,53.333333333333336,75,74.26166666666667,1,1,1,1,0.4495,0.432,0.278,0.5155000000000001,0.3333333333333333,0.8,1,0,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.143,0.375,0.762,0.5,0.25,0.667,0.8,0.333,0.625,0.167,0.167,0.5,0,0.556,0.667,0.364,1,0,0,1,0,1,1,1,1,0,1,1,0.5,1,0.5,1,1,0.5,1,0,1,1
"SB","SLB","Solomon Islands",2018,14.31,NA,NA,NA,"2023-10-26",4,"Honiara",159.949,-9.42676,"EAS","Z4","East Asia & Pacific","EAP","4E","East Asia & Pacific (excluding high income)","LMC","XN","Lower middle income","IDX","XI","IDA",36.36363636363637,60.6060606060606,3,27.272727272727273,45.45454545454546,5,2,18.181818181818183,24.242424242424246,2.6666666666666665,1,0,1,0,1,0,2.3333333333333335,0,1.6666666666666667,0,1,0,-2.95981141034523,1.54706749309242,-0.0343346484005451,-0.900794625282288,5.01564311981201,0.430859714746475,54.4444666666667,42.7733333333333,60,60.4333333333333,53,20.4333333333333,20,88.4967388336103,33.9687555946478,10.1719454195889,1736022886.26672,2633.33412150298,0.354402095079422,-0.201933979988098,-0.847762167453766,105.16194152832,NA,NA,26.6,37.1,659249,0.369325041770935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-0.21018304737905666,60,60.43333333333334,53,20.43333333333333,20,42.773333333333326,0.6,0.5,0.313,1,0.5151666666666667,0.431,0.6945,0.7070000000000001,0.3333333333333333,0.266,0,0.218,-99,0.2,-99,0,1,1,0.5,0.5,0.5,0.098,0.635,0.306,0.527,0,0.313,1,0.429,0.667,0.714,0.364,0.25,0.667,0.8,0.231,0.222,0.333,0.5,0.5,0.5,0.889,0.778,0.636,1,0,0,1,0,0,0.33,0,0,0.218,NA,0.5,0,0.5,0,0,0,0,0,1,0,NA
"SL","SLE","Sierra Leone",2018,40.55,NA,NA,NA,"2023-10-26",11,"Freetown",-13.2134,8.4821,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",100,72.72727272727273,9,81.81818181818181,60.6060606060606,6.666666666666667,4,36.36363636363637,15.151515151515154,1.6666666666666667,5,0,2,0,2,0,5,0,1,0,0.6666666666666666,0,-17.0804954704907,6.1306984410575,-0.511336386203766,-1.19094169139862,4.65738773345947,0.35328620672226,55.5555666666667,53.2133333333333,90,65.2333333333333,64.225,26.6083333333333,20,56.6958341347335,58.9344132874328,2.0990954033662,12659203398.0597,1610.32322824483,-0.088885597884655,-0.796907842159271,-0.918371915817261,110.481628417969,NA,1.92174005508423,26.1,35.7,7861281,-0.182075321674347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.61475312585632,90,65.23333333333332,64.225,30.133333333333333,20,53.91833333333334,0.9,0.5,0.457,1,0.6998333333333333,0.5491666666666667,0.6945,0.6965,0.3333333333333333,0.466,0,0.406,-99,0.2,-99,0.5,1,1,1,1,0.5,0,0.83,0.391,0.6509999999999999,0.415,0.457,1,0.571,0.778,0.714,0.636,0.5,1,0.8,0.462,0.333,0.6,0.6,0.5,0.5,0.889,0.778,0.615,1,0,0,1,0,0.33,1,0,0,0.406,NA,0.5,0,0.5,0,0,0,0,0,1,0,NA
"SV","SLV","El Salvador",2018,40.45,NA,NA,NA,"2023-10-26",8,"San Salvador",-89.2073,13.7034,"LCN","ZJ","Latin America & Caribbean","LAC","XJ","Latin America & Caribbean (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",72.72727272727273,69.6969696969697,6,54.54545454545455,51.51515151515151,5.666666666666667,2,18.181818181818183,18.181818181818183,2,4,0,2,0,0,0,3.6666666666666665,0,1,0,0.3333333333333333,0.6666666666666666,-3.30179306522223,1.58620478716365,-0.586034774780273,-0.490081697702408,7.63393354415894,0.544985711574554,85.5555666666667,68.1083333333333,90,79.9333333333333,75.675,44.9333333333333,50,75.6336168879956,5.13276852985202,15.6878426338878,55308386919.1815,8812.20094749163,-0.389219522476196,-0.930241405963898,-0.0161868967115879,96.8237380981445,0.263790011405945,28.0338802337646,1.8,38.6,6276342,0.0296915024518967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.39701213253041107,90,79.93333333333332,75.675,44.93333333333334,50,68.10833333333332,0.9,1,0.398,1,0.7993333333333333,0.7278333333333333,0.6945,0.778,0.3333333333333333,0.334,1,0.13,-99,0.5,-99,1,1,1,1,0.5,1,0.415,0.7809999999999999,0.32,0.472,0,0.398,1,0.857,0.778,0.9,0.636,0.625,1,0.933,0.667,0.667,0.75,0.6,0.75,0.5,0.889,0.889,0.667,0.5,0.5,0,1,0,0,0.67,0,1,0.13,NA,1,0,1,0,1,0,1,0,1,0,NA
"SM","SMR","San Marino",2018,11.95,NA,NA,NA,"2023-10-26",0,"San Marino",12.4486,43.9322,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1.17916560173035,1.60316014289856,NA,NA,NA,NA,60,NA,21.11875,NA,55,309.487956436918,0.016406698271998,32.1886512700805,2011722071.68654,58898.0580772496,1.39100873470306,1.53662586212158,0.440543502569199,97.1951904296875,11.0855102539062,43.5217895507812,NA,NA,34156,1.12343680858612,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1.2123234421014781,60,NA,21.11875,NA,55.00000000000001,NA,0.6,0.5,NA,1,0.234,0.1775,0.222,0.233,NA,NA,1,NA,-99,0.55,-99,1,0,1,1,0,0.5,NA,NA,NA,NA,NA,NA,1,0,0.125,0.381,0.273,0.125,0.5,0.2,0.083,0.222,0.143,0.167,0.25,0,0.444,0.333,0.133,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,0,0.5,1,0,1,1,0.5,1,0,NA
"SO","SOM","Somalia",2018,7.74,NA,NA,NA,"2023-10-26",7,"Mogadishu",45.3254,2.07515,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",63.63636363636363,84.84848484848484,5,45.45454545454545,60.6060606060606,6.666666666666667,3,27.272727272727273,33.333333333333336,3.6666666666666665,2,0,1,0,0,2,3,0.3333333333333333,1,1,0,1.3333333333333333,NA,6.96721310735357,-1.78541624546051,-2.21182322502136,NA,NA,26.6666666666667,19.6791666666667,16.6,36.0333333333333,45.7625,0,0,106.574453551987,NA,NA,16928976288.5459,1098.49283175782,-2.24898767471313,-2.29871559143066,-2.08894062042236,23.3916606903076,NA,NA,NA,NA,15411094,-1.84629285335541,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,-2.0800293684005715,16.6,36.03333333333333,45.7625,0,0,19.67916666666667,0.166,0,0.081,1,0.36516666666666664,0.4588333333333333,0.9445,0.2445,0,0,0,0,-99,0,-99,0,0,0.33,0.5,0,0,0.048,0.14300000000000002,0.024,0.048,0.14300000000000002,0.081,1,0.429,0.375,0.571,0.091,0.125,0.6,0.6,0.231,0.222,0.4,0.8,0.5,1,0.889,0.222,0.267,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA
"RS","SRB","Serbia",2018,4744.9,NA,NA,NA,"2023-10-26",33,"Belgrade",20.4656,44.8024,"ECS","Z7","Europe & Central Asia","ECA","7E","Europe & Central Asia (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",300,381.8181818181818,26,236.36363636363637,300,33,13,118.18181818181819,139.3939393939394,15.333333333333334,13,3,6,2,0,2,17.666666666666668,2.3333333333333335,9.333333333333334,1.6666666666666667,0,2,-4.85596390301231,8.04076178686372,-0.396321564912796,0.0746255144476891,11.2103452682495,0.759485483169556,86.6666666666667,75.2854166666667,100,67.3666666666667,72.54375,61.5166666666667,75,109.494865710998,6.34278337092698,14.5273201167561,121866190419.785,17452.8285464542,0.00522133428603411,-0.170304462313652,0.0996957719326019,99.9011306762695,2.17539000511169,66.0524826049805,2.9,35,6982604,-0.0149717060849071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.06700918544083834,100,67.36666666666666,72.54374999999999,61.516666666666666,75,75.28541666666668,1,0.5,0.521,1,0.7836666666666667,0.6166666666666667,0.9445,0.658,0.6666666666666666,0.734,1,0.06,-99,0.75,-99,1,1,1,1,1,0.5,0.483,0.753,0.402,0.542,0.424,0.521,1,1,0.8,0.857,0.545,0.5,1,0.6,0.583,0.75,0.6,0.667,0.5,1,0.889,0.778,0.538,1,1,0,1,0.33,1,0.67,0.67,1,0.06,NA,1,0.5,1,0.5,1,1,0.5,0,1,1,NA
"SS","SSD","South Sudan",2018,9.62,NA,NA,NA,"2023-10-26",8,"Juba",31.6,4.85,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",72.72727272727273,72.72727272727273,3,27.272727272727273,45.45454545454546,5,0,0,18.181818181818183,2,3,0,0,0,0,0,3,0,0,0.6666666666666666,1,0.3333333333333333,-9.0382483224269,0.0012502291294692,-1.74286258220673,-2.3204345703125,2.51134634017944,0.305912971496582,42.2222333333333,24.6958333333333,20,8.43333333333333,45.9875,19.0583333333333,30,65.5513491845003,10.3550274477245,3.53427701123526,NA,NA,-2.43455958366394,-1.98611116409302,-2.03582668304443,71.6985321044922,0.857400000095367,1.0021733045578,67.3,44.1,10395329,-1.98860204219818,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,-2.0847327709198,20,8.433333333333334,45.9875,19.058333333333337,30,24.695833333333333,0.2,0,0.253,0,0.44216666666666665,0.4615,0.6945,0.2735,0.3333333333333333,0.198,0,0.231,-99,0.3,-99,0,0,0,1,0,0,0.133,0.557,0.278,0.297,0,0.253,0,0.571,0.375,0.476,0.273,0.125,0.833,0.8,0.25,0.333,0.286,0.6,0.5,0.5,0.889,0.333,0.214,1,0,0,0.33,0,0,0.33,0.33,0,0.231,NA,1,0.5,0,0.5,0,0,0,0,1,0,NA
"ST","STP","Sao Tome and Principe",2018,0.86,NA,NA,NA,"2023-10-26",1,"Sao Tome",6.6071,0.20618,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LMC","XN","Lower middle income","IDX","XI","IDA",9.090909090909092,3.0303030303030307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.224497465807602,5.74847846816378,0.153065830469131,-0.783992767333984,NA,NA,63.3333333333333,49.7116666666667,60,58.0666666666667,47.125,48.3666666666667,35,NA,11.3967454935325,6.55126034251065,842709610.84351,3987.38365339688,0.515797019004822,-0.713534414768219,-0.909116744995117,109.629280090332,0,17.6945915222168,15.6,40.7,211344,0.140056133270264,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,-0.2662874907255171,60,58.06666666666666,47.12500000000001,48.36666666666667,35,49.71166666666667,0.6,0.5,0.242,1,0.5105,0.38416666666666666,0.4445,0.6415,0.6666666666666666,0.268,1,0,-99,0.35,-99,0,1,1,1,0,0.5,0.411,0.411,0.387,0,0,0.242,1,0.429,0.5,0.762,0.455,0.25,0.667,0.8,0.25,0.222,0.333,0.2,0.5,0,0.889,0.556,0.727,1,1,0,0.67,0,0,0.67,0,1,0,NA,0.5,0.5,0.5,0,1,0,0,0,1,0,NA
"SR","SUR","Suriname",2018,17.48,NA,NA,NA,"2023-10-26",1,"Paramaribo",-55.1679,5.8232,"LCN","ZJ","Latin America & Caribbean","LAC","XJ","Latin America & Caribbean (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",9.090909090909092,27.27272727272727,1,9.090909090909092,27.27272727272727,3,0,0,3.0303030303030307,0.3333333333333333,1,0,0,0,0,0,2.6666666666666665,0,0,0.3333333333333333,0,0,-2.97065434521441,3.27713345058464,-0.24039500951767,-0.686438202857971,NA,NA,71.1111333333333,52.71,60,62.4333333333333,47,54.1166666666667,40,90.9613941465855,10.0329699757338,21.3234144638005,10947122992.1426,18438.3466682543,0.0581610128283501,-0.0880336835980415,-0.668974459171295,103.715621948242,NA,11.2761201858521,NA,NA,593715,0.296661525964737,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-0.22150313605864844,60,62.43333333333333,47,54.11666666666667,40,52.710000000000015,0.6,0.5,0.373,1,0.4901666666666667,0.43233333333333335,0.4445,0.548,0.6666666666666666,0.334,1,0.16399999999999998,-99,0.4,-99,0,1,0,1,1,0.5,0.32899999999999996,0.775,0.387,0.35,0.024,0.373,1,0.143,0.444,0.857,0.455,0.375,0.667,0.8,0.25,0.444,0.4,0.2,0.5,0,0.889,0.667,0.429,1,1,0,0.67,0,0,1,0,1,0.16399999999999998,NA,0.5,0,0.5,0.5,1,0,0,0.5,1,0,NA
